Id_venta,fecha_venta,id_producto,id_pais,unidades
161,2022-09-01,35,JP,5
162,2024-06-14,52,KR,8
163,2022-03-25,40,MV,16
164,2023-12-04,25,LK,18
165,2023-04-25,45,MY,15
166,2023-05-22,37,LK,3
167,2024-03-19,17,AZ,1
168,2024-12-22,35,TJ,14
169,2024-03-09,20,BN,2
170,2024-07-14,8,JO,1
171,2022-04-02,24,BT,5
172,2024-06-28,58,TH,3
173,2022-02-17,50,KR,2
174,2024-11-27,2,AF,1
175,2024-07-15,17,TH,4
176,2023-05-13,48,MM,14
177,2022-02-08,3,KH,7
178,2022-02-03,32,SY,17
179,2022-10-20,62,IQ,2
180,2024-07-27,1,CY,16
181,2024-12-29,25,IQ,7
182,2022-11-29,12,PK,15
183,2022-07-20,45,KR,2
184,2024-08-20,57,KH,7
185,2024-08-26,44,LA,14
186,2024-01-08,17,IL,15
187,2022-11-25,1,PK,4
188,2024-04-03,5,JO,2
189,2022-11-12,21,SG,5
190,2024-08-04,32,YE,3
191,2022-04-12,63,VN,3
192,2023-06-16,1,IL,3
193,2024-06-06,31,GE,17
194,2024-10-15,7,IN,14
195,2023-10-21,34,KH,15
196,2022-07-27,17,SA,16
197,2023-06-22,11,IL,1
198,2022-12-08,45,AF,13
199,2023-10-15,51,LA,5
200,2022-07-26,38,MM,1
201,2024-08-23,30,AZ,2
202,2022-06-28,31,IR,17
203,2023-05-22,48,KG,16
204,2022-06-24,59,KP,5
205,2023-03-06,29,SG,4
206,2023-07-12,59,BT,8
207,2022-03-23,2,TH,16
208,2022-12-01,32,KW,3
209,2023-08-13,45,TM,16
210,2023-07-03,55,YE,1
211,2022-09-03,23,KZ,15
212,2024-05-17,15,IL,5
213,2022-04-27,27,KG,6
214,2022-09-09,1,VN,16
215,2023-09-30,17,KW,19
216,2024-04-21,43,MY,13
217,2023-01-16,40,TR,16
218,2024-09-16,60,JP,15
219,2023-06-02,13,BN,3
220,2024-07-24,12,BH,14
221,2024-09-17,42,BT,13
222,2024-08-10,8,IQ,2
223,2023-04-30,60,CY,17
224,2023-09-17,25,PH,4
225,2024-07-27,56,LK,16
226,2024-02-04,30,SY,4
227,2024-07-31,1,PH,1
228,2024-08-02,17,IQ,17
229,2022-03-25,44,KH,3
230,2023-10-28,37,CN,2
231,2024-05-07,28,VN,5
232,2022-08-13,56,BN,1
233,2023-12-08,60,KG,19
234,2023-08-27,61,MV,3
235,2024-07-10,32,AM,2
236,2024-02-26,2,KH,2
237,2024-05-21,57,GE,4
238,2024-07-16,10,MY,1
239,2024-01-11,18,AF,3
240,2024-06-18,11,MV,17
241,2023-09-21,32,BN,4
242,2023-05-29,26,OM,4
243,2024-10-22,6,MM,19
244,2022-03-22,11,PH,15
245,2023-12-17,59,LK,3
246,2023-03-28,50,IL,17
247,2024-05-31,28,AM,9
248,2024-08-24,3,IL,14
249,2024-01-08,44,BD,1
250,2022-06-05,12,AZ,14
251,2023-10-15,7,TM,15
252,2022-06-16,41,MN,5
253,2022-11-13,27,CY,1
254,2022-05-01,15,AE,5
255,2023-01-31,11,MN,5
256,2022-08-17,13,AF,3
257,2022-10-27,38,TH,5
258,2024-12-24,29,IL,7
259,2023-05-04,27,PK,4
260,2024-08-20,27,LB,17
261,2023-05-04,20,TM,6
262,2023-12-05,43,NP,16
263,2023-04-02,29,VN,8
264,2024-02-12,48,KG,15
265,2023-12-24,30,KP,3
266,2022-09-26,46,MN,14
267,2023-12-27,43,BD,1
268,2022-07-20,39,TM,1
269,2022-03-11,50,GE,17
270,2023-01-03,40,LA,4
271,2024-09-13,29,JP,10
272,2024-01-26,56,KR,5
273,2023-06-04,1,IR,14
274,2022-01-29,28,AM,16
275,2022-09-15,65,BH,9
276,2024-02-11,54,AE,4
277,2022-10-26,27,TR,1
278,2023-02-28,43,NP,4
279,2022-01-27,15,KZ,3
280,2022-08-16,62,AF,12
281,2023-06-18,60,AE,15
282,2023-10-16,31,MV,1
283,2023-07-15,38,IR,5
284,2023-02-14,42,LK,2
285,2022-12-23,28,VN,3
286,2023-01-06,62,PK,5
287,2023-10-11,3,JO,13
288,2022-04-01,13,IR,3
289,2022-09-20,55,QA,3
290,2022-03-12,37,OM,5
291,2024-06-27,31,YE,14
292,2022-01-14,55,IR,4
293,2024-10-08,1,KG,3
294,2024-11-27,21,KR,1
295,2022-09-09,56,VN,16
296,2022-04-12,22,VN,5
297,2023-10-06,36,PK,14
298,2022-05-03,60,IR,2
299,2022-02-21,3,QA,17
300,2022-01-26,41,IR,15
301,2023-03-20,31,BT,3
302,2024-01-03,36,AE,5
303,2024-05-15,59,CY,3
304,2024-02-21,6,KH,14
305,2023-10-14,13,MN,1
306,2023-02-08,57,ID,17
307,2024-09-02,8,CN,16
308,2024-01-01,38,NP,6
309,2024-02-20,64,TJ,5
310,2024-04-17,23,MN,1
311,2023-08-23,0,KW,16
312,2024-01-01,39,YE,3
313,2024-06-23,9,LB,6
314,2023-05-16,42,KG,12
315,2022-03-20,62,BN,15
316,2024-08-14,62,KH,3
317,2023-05-05,3,YE,17
318,2022-07-02,7,PK,11
319,2023-08-03,41,CY,2
320,2024-08-28,9,NP,4
321,2023-10-19,65,MM,1
322,2023-10-29,20,GE,15
323,2022-11-06,1,MY,17
324,2023-07-07,41,KH,9
325,2024-04-09,57,IL,1
326,2022-07-05,27,IL,14
327,2024-04-29,43,CY,5
328,2023-12-27,6,MM,16
329,2024-07-29,11,IN,7
330,2024-09-28,49,QA,3
331,2024-07-08,18,JO,12
332,2024-09-11,26,GE,1
333,2023-07-10,34,MV,3
334,2022-03-22,2,VN,16
335,2024-07-05,43,BD,15
336,2024-11-22,27,MV,17
337,2023-11-29,40,KR,2
338,2023-11-20,39,MV,3
339,2022-10-23,26,IL,1
340,2024-08-24,55,OM,17
341,2024-01-04,46,BT,1
342,2024-11-22,3,MN,13
343,2022-12-28,52,CN,11
344,2024-01-02,64,YE,1
345,2024-01-25,20,SA,16
346,2024-09-12,0,KW,13
347,2022-12-25,48,QA,6
348,2022-12-24,28,TH,1
349,2024-05-10,47,MY,2
350,2024-11-16,11,ID,3
351,2024-06-25,18,MM,17
352,2024-06-19,27,CN,20
353,2023-02-24,1,IN,14
354,2024-01-28,19,KP,20
355,2024-08-13,26,JP,2
356,2023-04-18,58,AM,13
357,2023-07-23,53,LA,6
358,2022-05-02,58,SA,2
359,2024-07-28,41,AM,10
360,2022-03-23,45,PK,16
361,2023-12-14,8,TM,5
362,2022-04-04,60,MM,1
363,2024-02-27,58,MN,1
364,2023-05-05,8,YE,10
365,2023-01-07,12,TJ,16
366,2024-11-28,29,NP,4
367,2023-02-26,5,VN,14
368,2024-03-09,20,LA,9
369,2024-10-21,34,MM,14
370,2022-06-27,22,IR,4
371,2024-12-19,8,JP,3
372,2022-03-02,10,MN,1
373,2024-10-15,17,MN,3
374,2024-05-15,26,QA,17
375,2023-07-02,6,JP,15
376,2023-10-26,32,KH,4
377,2024-10-31,35,CN,4
378,2023-12-15,48,AE,5
379,2022-04-19,16,LB,2
380,2023-12-31,26,PH,2
381,2023-07-04,28,JP,10
382,2022-02-19,32,KH,14
383,2024-04-13,8,GE,1
384,2022-04-02,58,PH,4
385,2022-09-03,56,PK,17
386,2022-02-27,26,KW,13
387,2023-02-16,6,JO,19
388,2022-01-07,0,SA,17
389,2022-09-04,8,SA,1
390,2023-03-30,23,MN,3
391,2023-01-01,21,MY,13
392,2022-09-29,25,AE,4
393,2024-01-02,52,JO,15
394,2024-06-27,26,AZ,16
395,2024-04-10,2,BH,2
396,2022-12-31,59,SY,4
397,2022-02-27,52,IQ,4
398,2022-06-03,19,GE,5
399,2022-04-01,18,MV,17
400,2024-10-23,62,KG,3
401,2022-12-19,52,BN,5
402,2023-07-28,19,MN,1
403,2024-10-15,27,KG,5
404,2023-02-14,6,LK,16
405,2023-06-20,37,NP,5
406,2023-10-15,11,BN,13
407,2024-08-07,16,OM,14
408,2023-10-05,7,MM,14
409,2022-12-25,61,CN,15
410,2023-05-27,36,NP,2
411,2024-07-12,30,OM,15
412,2022-12-15,36,LA,3
413,2022-02-12,1,TH,2
414,2023-02-01,41,AE,5
415,2023-11-04,19,SY,8
416,2022-05-08,21,TR,9
417,2022-12-24,65,BN,1
418,2022-11-03,1,KW,14
419,2024-12-26,22,KZ,2
420,2024-09-12,36,TR,4
421,2022-12-15,24,KH,15
422,2022-05-06,56,NP,13
423,2024-03-05,50,PK,14
424,2023-03-16,31,QA,3
425,2023-11-27,12,BD,4
426,2022-04-24,64,TH,2
427,2024-08-08,20,TJ,5
428,2024-07-11,39,PH,2
429,2024-10-31,9,ID,16
430,2023-01-01,51,KR,1
431,2023-10-10,54,GE,16
432,2023-05-23,21,PK,14
433,2022-02-05,65,TM,20
434,2023-01-25,11,BH,5
435,2022-09-26,50,MN,1
436,2023-03-09,43,LB,8
437,2022-03-03,51,LB,2
438,2022-04-04,53,MY,2
439,2023-08-11,50,MY,15
440,2023-12-24,59,AE,15
441,2022-06-07,8,IN,5
442,2023-01-11,43,KW,17
443,2023-04-08,9,CY,14
444,2023-11-30,45,PH,14
445,2024-09-01,8,MM,16
446,2024-08-17,15,CN,15
447,2024-03-23,18,LB,2
448,2022-05-20,40,PH,14
449,2023-10-13,53,GE,3
450,2024-04-23,1,JP,16
451,2023-07-22,54,GE,5
452,2022-02-27,24,CY,15
453,2022-07-18,20,JP,2
454,2022-11-28,64,AF,4
455,2022-07-11,9,KH,16
456,2023-10-26,38,VN,11
457,2023-01-06,50,UZ,4
458,2023-05-16,42,TM,2
459,2022-06-30,24,IR,5
460,2024-05-18,4,SG,4
461,2022-01-10,47,TH,4
462,2024-08-11,9,GE,12
463,2023-01-19,55,SG,4
464,2024-07-21,42,LB,3
465,2022-01-03,3,TR,3
466,2024-03-04,64,QA,2
467,2024-05-20,30,TJ,5
468,2024-11-28,59,PK,5
469,2023-11-30,21,TH,3
470,2022-12-12,42,CY,17
471,2022-01-28,29,BT,11
472,2023-01-18,43,GE,12
473,2023-01-15,12,JO,14
474,2023-11-18,25,ID,4
475,2023-03-23,9,TH,1
476,2023-03-03,30,IL,15
477,2024-11-03,35,KW,2
478,2024-11-24,43,TH,3
479,2022-09-05,19,KZ,1
480,2023-01-29,35,MY,13
481,2023-03-14,34,QA,16
482,2023-05-31,26,MY,4
483,2024-08-25,36,BT,2
484,2023-04-02,41,NP,4
485,2022-07-25,45,KZ,16
486,2022-12-20,63,SA,8
487,2022-06-23,40,UZ,13
488,2024-07-10,23,SG,17
489,2022-12-24,35,KZ,5
490,2023-05-03,47,NP,15
491,2024-03-23,17,IR,5
492,2022-05-29,17,PH,2
493,2022-01-25,16,SA,2
494,2022-03-12,44,LK,5
495,2024-09-11,3,IQ,5
496,2023-01-14,34,TM,4
497,2024-04-14,47,SA,4
498,2024-11-10,1,AF,1
499,2022-11-12,2,NP,15
500,2024-02-28,28,MV,15
501,2022-08-02,47,SA,17
502,2023-05-20,42,MY,14
503,2023-01-28,2,AF,3
504,2024-06-24,52,PH,1
505,2023-11-06,2,TM,5
506,2022-07-22,11,CY,1
507,2024-10-17,65,KZ,17
508,2023-05-02,23,LK,4
509,2024-09-12,29,AE,13
510,2022-05-24,16,TJ,9
511,2023-07-23,43,VN,5
512,2023-02-22,22,CY,4
513,2023-12-10,49,OM,5
514,2023-07-03,43,VN,3
515,2024-12-13,20,SG,13
516,2022-04-21,49,TM,1
517,2023-08-25,33,OM,6
518,2022-04-23,33,PK,4
519,2024-10-23,23,JP,16
520,2022-08-22,26,SY,1
521,2023-01-26,27,AM,4
522,2023-10-02,38,KG,15
523,2024-03-21,31,SY,17
524,2023-01-15,7,AM,13
525,2023-09-13,30,NP,3
526,2023-08-14,39,KP,16
527,2022-05-31,16,IR,3
528,2022-10-24,41,BT,1
529,2023-10-10,54,BN,14
530,2024-07-09,57,KP,13
531,2023-04-26,35,KG,4
532,2023-12-05,48,PK,1
533,2024-06-07,24,IN,5
534,2024-01-11,42,IL,13
535,2024-10-21,55,NP,17
536,2022-08-25,28,TR,3
537,2023-09-03,29,KH,2
538,2023-04-27,27,QA,4
539,2024-03-22,4,SA,1
540,2023-07-06,8,TH,16
541,2024-04-10,8,AE,3
542,2024-04-08,59,KH,5
543,2024-07-09,42,AE,4
544,2024-07-18,56,IL,1
545,2024-07-20,9,BD,5
546,2022-06-10,13,AF,16
547,2024-12-01,59,JO,11
548,2022-01-06,60,TM,17
549,2023-08-07,28,JO,3
550,2022-01-03,47,YE,1
551,2022-01-24,35,LK,2
552,2022-11-08,7,LK,2
553,2024-10-28,49,JO,1
554,2024-12-01,52,BT,14
555,2023-11-24,56,AZ,2
556,2022-01-11,52,KR,16
557,2023-02-11,35,TR,13
558,2024-09-23,63,AZ,16
559,2024-08-04,37,KH,5
560,2023-12-30,32,BN,1
561,2022-02-08,12,KW,12
562,2022-10-29,55,KZ,9
563,2023-12-10,6,JO,15
564,2024-08-20,50,TH,4
565,2024-02-05,11,BH,8
566,2023-01-18,9,MM,15
567,2022-02-02,9,YE,5
568,2022-03-31,7,UZ,4
569,2024-12-28,21,TR,14
570,2022-06-12,46,PH,15
571,2024-09-19,20,PK,1
572,2022-09-23,20,TR,17
573,2022-11-25,31,LK,1
574,2024-10-22,46,CN,9
575,2022-06-03,25,CY,14
576,2022-05-05,62,YE,5
577,2023-09-04,64,MV,5
578,2024-10-14,11,YE,2
579,2024-08-25,58,JO,2
580,2023-04-28,21,AE,3
581,2024-01-16,43,AM,3
582,2022-10-08,40,BD,2
583,2024-06-09,39,AF,5
584,2022-06-10,7,IQ,5
585,2024-06-24,9,UZ,13
586,2022-02-04,11,TM,4
587,2023-09-03,17,MN,2
588,2022-06-16,59,CY,15
589,2024-01-13,57,QA,8
590,2023-01-12,23,KP,1
591,2022-06-29,28,GE,2
592,2023-03-09,30,KR,3
593,2022-06-21,2,OM,1
594,2022-07-06,6,AM,2
595,2023-01-08,14,SA,6
596,2024-11-18,63,TJ,13
597,2024-12-22,29,LB,17
598,2024-09-15,34,BD,3
599,2023-09-24,39,BT,2
600,2023-06-10,52,MN,5
601,2023-07-19,17,IQ,14
602,2022-02-09,1,MN,2
603,2022-08-11,7,BT,3
604,2022-11-07,63,AF,7
605,2024-01-02,64,VN,16
606,2022-11-11,28,MY,8
607,2022-01-23,5,LA,5
608,2023-05-17,45,UZ,5
609,2024-02-12,7,ID,5
610,2023-09-21,56,MN,14
611,2023-12-15,54,AM,17
612,2024-02-23,21,CY,3
613,2022-09-25,0,NP,17
614,2024-01-22,0,CY,3
615,2022-01-01,31,IQ,16
616,2023-03-25,49,CY,16
617,2024-02-01,24,IQ,15
618,2022-01-13,44,IN,7
619,2023-09-15,15,GE,8
620,2023-04-24,24,OM,16
621,2024-06-09,7,SY,17
622,2024-11-19,19,YE,5
623,2022-06-21,31,JP,1
624,2024-11-26,37,NP,3
625,2023-10-12,55,BN,15
626,2024-08-16,24,ID,1
627,2024-08-29,17,KZ,4
628,2023-04-11,31,GE,2
629,2024-05-25,54,MN,5
630,2022-09-16,36,IQ,2
631,2024-03-02,10,KW,14
632,2024-03-22,27,QA,5
633,2023-10-16,60,BH,15
634,2022-05-20,0,TJ,14
635,2024-03-18,48,SG,16
636,2023-03-01,55,SG,7
637,2023-02-20,14,BT,3
638,2024-03-12,20,BH,2
639,2023-12-30,6,PH,4
640,2022-05-13,43,MY,17
641,2022-08-18,7,PH,17
642,2023-02-26,24,JO,9
643,2024-10-26,22,BH,1
644,2023-06-23,59,AE,12
645,2024-07-24,46,MN,2
646,2022-05-31,32,IL,9
647,2024-05-06,1,LK,5
648,2022-09-02,11,BT,4
649,2023-07-26,37,KR,13
650,2022-05-10,25,AF,14
651,2023-05-25,32,KW,13
652,2022-10-04,19,SY,14
653,2023-04-02,49,NP,15
654,2023-03-29,16,JO,15
655,2023-06-23,52,AF,16
656,2024-12-21,48,LA,15
657,2023-05-22,49,MM,1
658,2023-05-08,60,BT,10
659,2023-08-18,6,IQ,17
660,2024-09-08,23,MV,14
661,2024-08-03,39,LA,2
662,2022-11-03,64,AE,13
663,2023-09-10,0,LK,3
664,2023-03-04,21,PH,3
665,2023-04-29,25,TM,13
666,2024-01-10,55,KH,16
667,2024-08-04,36,IN,19
668,2022-07-16,62,BD,16
669,2022-02-17,18,JO,1
670,2022-02-14,58,BH,2
671,2024-11-08,30,MV,1
672,2024-05-10,5,TJ,1
673,2024-04-08,41,BT,14
674,2023-06-10,43,QA,15
675,2023-05-13,48,AF,1
676,2023-01-28,65,IN,15
677,2023-07-01,7,JO,19
678,2024-02-20,64,TH,1
679,2022-03-31,50,BD,13
680,2022-04-24,8,OM,7
681,2023-11-04,51,AZ,3
682,2022-09-27,24,AE,1
683,2022-12-23,36,LK,3
684,2023-07-25,48,SG,1
685,2023-04-06,10,KG,1
686,2024-06-08,7,PK,1
687,2022-10-09,37,BD,13
688,2022-05-21,40,AF,3
689,2024-01-10,39,LB,4
690,2023-10-31,1,TM,2
691,2022-09-06,12,AE,16
692,2023-11-07,52,KG,17
693,2023-07-21,48,MV,5
694,2023-04-23,9,MV,8
695,2024-11-19,30,BN,1
696,2023-09-24,48,KP,1
697,2023-09-11,35,PH,2
698,2024-12-22,29,TR,8
699,2023-11-28,26,IR,1
700,2023-11-29,52,JO,19
701,2024-03-13,9,VN,5
702,2022-12-30,5,OM,3
703,2024-03-12,38,TH,4
704,2024-06-07,8,AE,20
705,2023-12-10,63,TM,3
706,2022-01-28,33,JP,5
707,2024-11-07,53,BD,14
708,2022-12-03,7,JP,3
709,2023-08-14,60,KZ,12
710,2023-01-22,54,MV,16
711,2023-03-11,53,AE,15
712,2022-10-02,57,OM,5
713,2024-10-19,20,KP,16
714,2023-04-28,43,BT,9
715,2024-03-23,26,JO,14
716,2023-02-15,0,IR,11
717,2023-07-08,17,MV,14
718,2024-12-27,12,AE,13
719,2022-09-15,5,PH,20
720,2022-10-04,17,CN,5
721,2023-04-23,4,SG,3
722,2023-07-06,21,NP,15
723,2023-04-01,8,LA,2
724,2024-11-13,27,IQ,16
725,2023-06-17,60,BH,1
726,2023-06-22,30,SA,12
727,2022-06-04,1,JP,16
728,2024-07-14,20,KP,5
729,2023-05-15,33,PK,3
730,2023-09-02,60,IN,2
731,2024-06-06,7,JP,16
732,2023-05-26,10,SA,16
733,2023-04-19,15,ID,16
734,2022-10-19,34,MY,4
735,2023-03-04,49,IQ,10
736,2023-03-17,44,CN,13
737,2022-01-07,46,JP,16
738,2024-10-29,10,QA,15
739,2022-08-11,31,SG,18
740,2022-02-28,21,BN,6
741,2022-04-07,56,SG,2
742,2022-01-23,19,TJ,2
743,2023-03-28,49,KP,15
744,2022-11-14,29,IN,3
745,2022-06-25,25,LK,15
746,2024-05-15,6,KZ,3
747,2023-08-01,28,TH,16
748,2022-03-19,52,AM,2
749,2024-12-08,27,LB,13
750,2023-04-21,18,KH,15
751,2024-10-01,43,MY,1
752,2024-11-03,12,SA,15
753,2023-11-08,50,JO,8
754,2023-01-07,57,MV,16
755,2023-02-04,39,ID,4
756,2023-07-27,62,PH,10
757,2023-08-26,58,MN,16
758,2023-09-30,33,SG,5
759,2023-10-20,59,TR,9
760,2024-07-04,15,AZ,4
761,2022-12-28,37,AM,17
762,2022-02-08,45,IR,16
763,2023-12-02,14,KG,9
764,2022-06-30,4,PH,14
765,2023-10-08,43,VN,3
766,2023-02-17,58,SG,5
767,2023-12-27,26,AE,1
768,2024-07-26,35,VN,4
769,2023-11-13,25,CY,1
770,2023-03-30,61,MV,5
771,2022-03-06,42,IQ,16
772,2024-12-27,32,MM,3
773,2023-03-02,55,PK,1
774,2024-11-17,63,YE,3
775,2023-03-08,23,TH,3
776,2024-07-07,65,MN,4
777,2023-12-27,23,OM,15
778,2024-08-14,37,TJ,3
779,2024-04-23,42,NP,17
780,2023-03-23,51,IQ,3
781,2022-09-07,38,SY,12
782,2024-07-03,19,YE,2
783,2022-11-21,24,VN,17
784,2022-04-21,57,AE,12
785,2023-10-01,48,KH,1
786,2024-05-07,13,LK,1
787,2024-10-25,52,SA,12
788,2024-02-08,40,KH,12
789,2023-06-12,33,UZ,15
790,2022-07-01,22,LB,15
791,2022-08-26,9,MN,4
792,2024-06-09,16,MM,3
793,2022-08-17,26,UZ,3
794,2024-08-12,38,SG,16
795,2024-08-15,27,TR,2
796,2024-11-15,48,KH,4
797,2023-11-22,45,TJ,4
798,2024-05-08,31,QA,2
799,2022-05-12,15,TH,3
800,2024-04-19,49,BD,9
801,2022-08-28,22,AE,13
802,2023-07-14,9,NP,13
803,2023-12-20,53,LB,1
804,2024-06-03,12,JO,15
805,2024-07-01,13,BH,10
806,2023-11-02,53,LB,13
807,2023-03-31,39,JO,15
808,2024-08-10,38,MV,2
809,2023-11-01,16,IL,3
810,2024-09-21,7,BH,14
811,2023-07-10,41,KG,3
812,2023-08-22,3,OM,17
813,2022-01-16,59,QA,5
814,2024-07-19,36,LA,3
815,2024-04-13,55,TJ,17
816,2022-10-27,1,GE,5
817,2024-10-31,2,KP,4
818,2022-06-11,2,PK,2
819,2023-01-27,33,KR,14
820,2024-11-20,31,AF,3
821,2024-10-21,44,TJ,2
822,2024-03-06,39,TJ,5
823,2022-06-28,5,MN,1
824,2024-06-12,42,PH,13
825,2022-10-04,13,QA,19
826,2023-06-02,37,SY,15
827,2022-01-21,34,CN,3
828,2024-08-12,0,OM,12
829,2024-07-01,34,MY,4
830,2022-08-02,14,PK,15
831,2023-01-19,65,BD,4
832,2024-04-28,23,ID,2
833,2022-10-18,50,LA,14
834,2022-02-17,44,KH,5
835,2023-10-14,46,KW,5
836,2022-03-15,62,KZ,17
837,2024-04-30,24,GE,4
838,2023-12-08,64,UZ,7
839,2024-07-08,30,YE,15
840,2022-10-10,51,JP,15
841,2023-12-04,23,AF,16
842,2023-09-05,50,LB,5
843,2022-12-23,23,LK,1
844,2022-11-10,51,SG,2
845,2024-01-09,62,ID,3
846,2024-11-19,55,AE,4
847,2024-08-29,35,TH,2
848,2023-06-29,27,QA,3
849,2023-04-08,2,KZ,5
850,2022-02-17,39,MY,1
851,2024-03-31,18,MY,4
852,2024-10-07,29,BD,4
853,2022-08-16,5,LK,3
854,2024-09-01,29,BT,13
855,2022-12-08,0,LA,4
856,2022-02-21,15,MM,9
857,2023-07-12,13,PK,14
858,2024-06-06,4,BH,14
859,2023-12-10,57,KW,16
860,2024-08-06,48,QA,8
861,2022-06-27,30,LB,5
862,2024-02-20,65,YE,2
863,2023-09-27,22,AF,3
864,2023-03-21,24,LK,3
865,2022-08-01,21,ID,1
866,2024-10-06,43,MN,17
