Id_venta,fecha_venta,id_producto,id_pais,unidades
232,2022-04-27,14,JP,6
233,2022-09-09,6,KH,16
234,2023-09-30,59,JP,19
235,2024-04-21,28,JP,13
236,2023-01-16,32,SA,16
237,2024-09-16,59,GY,15
238,2023-06-02,32,SA,3
239,2024-07-24,0,VU,14
240,2024-09-17,32,NR,13
241,2024-08-10,64,US,2
242,2023-04-30,57,US,17
243,2023-09-17,20,VN,4
244,2024-07-27,20,KP,16
245,2024-02-04,32,KR,4
246,2024-07-31,14,JP,1
247,2024-08-02,32,IN,17
248,2022-03-25,64,GF,3
249,2023-10-28,31,IN,2
250,2024-05-07,0,JP,5
251,2022-08-13,32,TH,1
252,2024-02-16,14,VN,1
253,2023-12-08,58,CA,19
254,2023-08-27,58,TM,3
255,2024-07-10,0,JP,2
256,2024-02-26,0,IQ,2
257,2024-05-21,0,KR,4
258,2024-07-16,32,JP,1
259,2024-01-11,55,NL,3
260,2024-06-18,57,JP,17
261,2023-09-21,0,TH,4
262,2023-05-29,20,JP,4
263,2024-10-22,0,SG,19
264,2022-04-24,32,MX,13
265,2022-03-22,59,US,15
266,2023-12-17,32,GR,3
267,2023-03-28,57,LA,17
268,2024-05-31,35,AS,9
269,2024-08-24,20,KZ,14
270,2024-05-26,14,AZ,1
271,2024-01-08,28,IQ,1
272,2022-06-05,58,TR,14
273,2023-09-29,1,CR,4
274,2023-10-15,0,US,15
275,2022-06-16,20,JP,5
276,2023-08-11,58,AM,1
277,2022-11-13,0,AF,1
278,2022-05-01,58,UY,5
279,2023-01-31,41,UZ,5
280,2022-08-17,14,KZ,3
281,2022-10-27,32,JP,5
282,2024-12-24,32,PY,7
283,2023-05-04,20,US,4
284,2024-08-20,20,MN,17
285,2023-05-04,32,JP,6
286,2023-12-05,58,TR,16
287,2023-04-02,57,JP,8
288,2024-02-12,14,JP,15
289,2022-08-23,20,KR,4
290,2023-03-13,1,KR,14
291,2023-12-24,57,IL,3
292,2022-09-26,59,AE,14
293,2023-12-27,59,BD,1
294,2022-07-20,32,HU,1
295,2022-03-11,6,JP,17
296,2023-01-03,20,CO,4
297,2024-09-13,20,SG,10
298,2022-02-14,0,LB,6
299,2024-01-26,0,MN,5
300,2023-06-04,28,CN,14
301,2022-01-29,59,JP,16
302,2022-09-15,0,CN,9
303,2024-02-11,14,JP,4
304,2022-10-26,59,JP,1
305,2023-02-28,16,PH,4
306,2022-01-27,58,JP,3
307,2023-03-05,20,JP,15
308,2022-08-16,14,VN,12
309,2023-06-18,45,JP,15
310,2023-05-25,32,KR,11
311,2023-10-16,14,PK,1
312,2023-07-15,20,IQ,5
313,2023-02-14,0,AZ,2
314,2022-12-23,6,JP,3
315,2023-01-06,14,PH,5
316,2023-10-11,57,CN,13
317,2022-04-01,6,LV,3
318,2022-09-20,0,UY,3
319,2022-03-12,14,TM,5
320,2024-06-27,14,JP,14
321,2022-01-14,54,CN,4
322,2024-10-08,20,JP,3
323,2024-11-27,59,JP,1
324,2022-09-09,32,JP,16
325,2022-04-12,20,US,5
326,2023-10-06,0,JP,14
327,2022-05-03,64,CN,2
328,2022-02-21,58,PH,17
329,2022-01-26,32,MY,15
330,2023-03-20,64,US,3
331,2024-01-03,0,PH,5
332,2024-05-15,0,MM,3
333,2024-02-21,24,JP,14
334,2023-10-14,59,CO,1
335,2023-02-08,59,UZ,17
336,2024-09-02,57,BH,16
337,2024-01-01,58,AM,6
338,2024-02-20,45,JP,5
339,2024-04-17,57,SO,1
340,2023-08-23,20,TM,16
341,2024-01-01,59,BD,3
342,2022-01-10,0,PA,2
343,2024-06-23,59,VU,6
344,2023-05-16,57,LK,12
345,2022-07-18,0,IR,3
346,2024-12-22,32,QA,16
347,2022-03-20,0,AM,15
348,2024-08-14,64,JP,3
349,2023-05-05,32,JP,17
350,2022-07-02,0,CN,11
351,2023-08-03,0,FM,2
352,2023-08-17,55,JP,16
353,2024-08-28,64,ID,4
354,2023-10-19,0,JP,1
355,2023-10-29,6,PA,15
356,2022-11-06,57,JP,17
357,2023-07-07,59,NP,9
358,2024-04-09,0,PE,1
359,2022-07-05,57,NR,14
360,2024-04-29,47,BH,5
361,2023-12-27,0,HU,16
362,2024-11-08,0,IL,4
363,2024-07-29,32,BH,7
364,2024-09-28,20,KP,3
365,2024-07-08,35,CL,12
366,2023-11-25,20,AM,1
367,2024-09-11,58,NR,1
368,2023-07-10,59,ME,3
369,2024-07-13,32,PA,13
370,2022-03-22,22,LK,16
371,2024-07-05,0,CN,15
372,2024-11-22,0,MY,17
373,2022-02-19,34,YE,7
374,2023-11-29,20,GB,2
375,2023-11-20,64,ID,3
376,2022-10-23,1,TL,1
377,2024-08-24,57,IN,17
378,2023-11-05,58,BD,15
379,2022-12-16,0,UY,4
380,2024-01-04,14,OM,1
381,2024-11-22,57,JP,13
382,2022-12-28,0,PK,11
383,2024-01-02,0,BD,1
384,2024-01-25,19,PW,16
385,2024-09-12,32,CA,13
386,2022-12-25,14,TM,6
387,2022-12-24,59,TO,1
388,2024-05-10,14,CN,2
389,2024-11-16,14,JP,3
390,2024-06-25,20,LU,17
391,2024-06-19,64,IQ,20
392,2023-02-24,64,LB,14
393,2024-01-28,0,JP,20
394,2024-08-13,20,SA,2
395,2023-04-18,0,IN,13
396,2023-07-23,32,JP,6
397,2024-07-16,0,KP,17
398,2022-05-02,0,YE,2
399,2024-07-28,48,JP,10
400,2022-03-23,21,BH,16
401,2024-09-25,32,HN,4
402,2023-12-14,0,AZ,5
403,2022-04-04,0,SB,1
404,2024-02-27,0,BZ,1
405,2023-05-05,0,NR,10
406,2023-01-07,59,OM,16
407,2024-11-28,21,SY,4
408,2023-02-26,59,KR,14
409,2024-03-09,59,JP,9
410,2024-10-21,59,NP,14
411,2022-06-27,58,LA,4
412,2023-09-26,64,SY,6
413,2024-12-19,58,JP,3
414,2022-03-02,59,JP,1
415,2024-10-15,0,KP,3
416,2024-05-15,59,JP,17
417,2023-07-02,32,JP,15
418,2023-10-26,20,ZM,4
419,2024-10-31,32,PK,4
420,2023-12-15,20,AZ,5
421,2022-04-19,0,US,2
422,2023-12-31,0,JP,2
423,2023-07-04,59,JP,10
424,2022-02-19,32,YE,14
425,2024-04-13,14,ID,1
426,2022-04-02,58,VN,4
427,2022-09-03,32,JP,17
428,2022-02-27,59,JP,13
429,2023-02-16,57,CN,19
430,2022-01-07,59,AE,17
431,2022-09-04,64,KG,1
432,2023-03-30,20,AE,3
433,2023-01-01,57,US,13
434,2022-09-29,0,LA,4
435,2024-01-02,20,CN,15
436,2024-06-27,14,MN,16
437,2024-04-10,0,HN,2
438,2022-12-31,20,PH,4
439,2022-02-27,6,TL,4
440,2022-06-03,14,AF,5
441,2024-02-24,20,JP,17
442,2022-04-01,58,GY,17
443,2024-10-23,18,KI,3
444,2022-12-19,20,TV,5
445,2023-07-28,11,AT,1
446,2024-10-15,20,PH,5
447,2023-02-14,14,CN,16
448,2023-06-20,32,KH,5
449,2023-10-15,48,BR,13
450,2024-08-07,0,KR,14
451,2023-10-05,1,JP,14
452,2022-12-25,0,GE,15
453,2023-05-27,0,JP,2
454,2024-07-12,18,NP,15
455,2022-12-15,14,PA,3
456,2022-02-12,0,JP,2
457,2023-02-01,13,KP,5
458,2023-11-04,63,PH,8
459,2022-05-08,16,BN,9
460,2022-12-24,64,UY,1
461,2022-11-03,0,KR,14
462,2023-06-13,51,DE,1
463,2024-12-26,22,JO,2
464,2024-09-12,59,JP,4
465,2022-12-15,0,AZ,15
466,2022-05-06,58,IQ,13
467,2024-03-05,59,MN,14
468,2023-03-16,3,TR,3
469,2023-11-27,0,TL,4
470,2022-04-24,44,KG,2
471,2024-08-08,59,PE,5
472,2024-07-11,0,CR,2
473,2024-10-31,20,KP,16
474,2023-01-01,0,JO,1
475,2023-10-10,59,TO,16
476,2023-05-23,32,JP,14
477,2022-02-05,0,JP,20
478,2023-01-25,6,JP,5
479,2022-09-26,20,JP,1
480,2023-03-09,62,BT,8
481,2022-03-03,6,NP,2
482,2022-04-04,58,JP,2
483,2023-10-15,32,BO,5
484,2022-10-08,58,CN,13
485,2023-08-11,20,ID,15
486,2023-12-24,0,FJ,15
487,2022-06-07,32,JP,5
488,2023-01-11,57,LK,17
489,2024-09-23,0,NR,5
490,2023-04-08,64,JP,14
491,2024-12-20,6,TM,1
492,2023-11-30,0,PH,14
493,2024-09-01,58,JP,16
494,2024-08-17,57,JP,15
495,2024-08-29,14,JP,1
496,2022-03-21,57,OM,5
497,2024-03-23,57,IN,2
498,2022-05-20,6,JP,14
499,2023-10-13,32,SR,3
500,2024-04-23,57,CN,16
501,2023-07-22,32,JP,5
502,2022-02-27,59,JP,15
503,2022-07-18,0,KZ,2
504,2022-11-28,48,IR,4
505,2022-07-11,14,LA,16
506,2023-10-26,59,KP,11
507,2023-01-06,20,YE,4
508,2023-05-16,59,JP,2
509,2022-06-30,0,JP,5
510,2024-05-18,0,SG,4
511,2022-01-10,0,JP,4
512,2024-08-11,6,MN,12
513,2023-01-19,20,JP,4
514,2024-07-21,57,JP,3
515,2022-01-03,20,KH,3
516,2024-03-04,0,BT,2
517,2024-05-20,0,KH,5
518,2024-11-28,58,ID,5
519,2023-11-30,20,JP,3
520,2022-12-12,59,ID,17
521,2022-01-28,57,KW,11
522,2023-01-18,32,PH,12
523,2023-01-15,6,IN,14
524,2023-11-18,59,MY,4
525,2023-03-23,32,VN,1
526,2023-03-03,20,LB,15
527,2024-11-03,20,JP,2
528,2024-11-24,32,MY,3
529,2022-09-05,58,CY,1
530,2023-01-29,20,AM,13
531,2023-03-14,64,TL,16
532,2023-05-31,6,NR,4
533,2024-08-25,17,VE,2
534,2023-04-02,59,SA,4
535,2022-07-25,32,AM,16
536,2022-12-20,58,TV,8
537,2022-06-23,0,CR,13
538,2024-07-10,32,KI,17
539,2022-12-24,20,TR,5
540,2023-05-03,14,JP,15
541,2024-03-23,0,QA,5
542,2022-05-29,59,GL,2
543,2022-01-25,0,JP,2
544,2022-03-12,0,BT,5
545,2022-05-22,0,GY,16
546,2024-09-11,0,KW,5
547,2023-01-14,32,YE,4
548,2024-04-14,20,JP,4
549,2024-11-10,20,SY,1
550,2024-07-12,64,TJ,1
551,2022-11-12,0,UZ,15
552,2024-02-28,59,SG,15
553,2022-08-02,0,JP,17
554,2023-05-20,0,PH,14
555,2023-01-28,59,AF,3
556,2024-06-24,0,VE,1
557,2023-11-06,51,PH,5
558,2022-07-22,14,JP,1
559,2024-10-17,12,CY,17
560,2023-05-02,59,ID,4
561,2024-09-12,14,TM,13
562,2022-05-24,32,YE,9
563,2023-07-23,57,PE,5
564,2023-02-22,59,AM,4
565,2024-08-20,44,OM,15
566,2023-12-10,59,JP,5
567,2023-07-03,6,JP,3
568,2024-12-13,64,GT,13
569,2022-04-21,0,GL,1
570,2023-08-25,23,JP,6
571,2022-04-23,57,LB,4
572,2024-10-23,14,CY,16
573,2022-08-22,0,JP,1
574,2023-01-26,0,JP,4
575,2023-10-02,57,JP,15
576,2024-03-21,35,GE,17
577,2023-01-15,20,NP,13
578,2023-09-13,57,PK,3
579,2023-08-14,59,MY,16
580,2022-05-31,11,SY,3
581,2022-10-24,0,JP,1
582,2023-10-10,59,PH,14
583,2024-07-09,59,BD,13
584,2023-04-26,57,RU,4
585,2023-12-05,0,JP,1
586,2024-06-07,32,NZ,5
587,2024-01-11,64,SI,13
588,2024-10-21,32,MN,17
589,2022-11-12,0,BY,13
590,2022-08-25,14,ID,3
591,2023-09-03,64,CY,2
592,2023-04-27,20,AE,4
593,2024-03-22,6,NI,1
594,2023-07-06,58,GT,16
595,2024-04-10,64,IQ,3
596,2024-04-08,59,GF,5
597,2024-07-09,28,BT,4
598,2024-07-18,14,JP,1
599,2024-07-20,32,KR,5
600,2022-06-10,0,VE,16
601,2024-12-01,57,TL,11
602,2022-01-06,20,GR,17
603,2023-08-07,32,JP,3
604,2022-01-03,58,TM,1
605,2024-02-22,64,TH,14
606,2022-01-24,6,SV,2
607,2022-11-08,53,NP,2
608,2024-10-28,0,AS,1
609,2022-10-08,32,CH,16
610,2024-12-01,20,VN,14
611,2023-11-24,57,CN,2
612,2022-01-11,46,TM,16
613,2023-02-11,14,JP,13
614,2024-09-23,20,PH,16
615,2024-08-04,20,BR,5
616,2023-12-30,0,KG,1
617,2022-02-08,14,EC,12
618,2023-03-30,42,SY,12
619,2022-10-29,20,CN,9
620,2023-12-10,14,RO,15
621,2024-08-20,28,US,4
622,2024-02-05,59,JP,8
623,2023-01-18,32,JP,15
624,2022-02-02,59,SA,5
625,2022-03-31,20,JP,4
626,2024-12-28,20,IL,14
627,2022-06-12,20,JP,15
628,2024-09-19,0,US,1
629,2022-09-23,0,GE,17
630,2022-11-25,32,BD,1
631,2024-10-22,0,JP,9
632,2022-06-03,14,HN,14
633,2022-05-05,59,JP,5
634,2023-09-04,32,JP,5
635,2024-10-14,14,JP,2
636,2024-08-25,14,BH,2
637,2023-04-28,59,JP,3
638,2024-01-16,22,MX,3
639,2022-10-08,20,JP,2
640,2024-05-25,59,VN,3
641,2022-11-08,31,AM,7
642,2024-06-09,59,MK,5
643,2022-06-10,32,TM,5
644,2024-06-24,14,NZ,13
645,2022-02-04,57,JP,4
646,2023-09-03,32,JP,2
647,2022-06-16,0,PH,15
648,2024-01-13,0,US,8
649,2022-12-02,59,FR,16
650,2023-01-12,59,SA,1
651,2022-06-29,20,KR,2
652,2023-03-09,59,PH,3
653,2022-06-21,32,HN,1
654,2022-07-06,57,TH,2
655,2023-01-08,59,JP,6
656,2024-11-18,0,KP,13
657,2024-12-22,34,FJ,17
658,2024-09-15,6,NR,3
659,2023-09-24,59,KH,2
660,2023-06-10,20,BD,5
661,2023-07-19,32,AM,14
662,2022-02-09,20,OM,2
663,2022-08-11,59,IN,3
664,2022-11-07,64,JP,7
665,2024-01-02,0,CN,16
666,2023-11-01,0,SG,3
667,2022-11-11,64,JP,8
668,2022-01-23,59,JP,5
669,2023-05-17,20,WS,5
670,2024-02-12,20,FR,5
671,2023-09-21,59,JP,14
672,2023-12-15,59,JP,17
673,2024-02-23,22,PH,3
674,2022-09-25,59,CN,17
675,2024-01-22,59,GT,3
676,2022-01-01,64,AM,16
677,2023-03-25,20,IL,16
678,2024-02-01,64,PY,15
679,2022-01-13,6,MM,7
680,2023-09-15,64,OM,8
681,2023-04-24,20,CO,16
682,2024-06-09,59,JP,17
683,2024-11-19,30,FJ,5
684,2022-06-21,2,CL,1
685,2024-11-26,59,JP,3
686,2023-10-12,14,JP,15
687,2024-08-16,58,JP,1
688,2024-08-29,59,KR,4
689,2023-04-11,57,GE,2
690,2024-05-25,14,TO,5
691,2022-09-16,58,SA,2
692,2024-03-02,64,SA,14
693,2024-03-22,20,IN,5
694,2023-10-16,14,KP,15
695,2022-05-20,20,WS,14
696,2024-03-18,34,GY,16
697,2023-03-01,34,AM,7
698,2023-02-20,57,SG,3
699,2024-03-12,20,PH,2
700,2023-12-30,0,MM,4
701,2022-05-13,57,JP,17
702,2022-08-18,0,CO,17
703,2023-02-26,20,MX,9
704,2024-02-08,59,AM,3
705,2024-10-26,64,JP,1
706,2023-06-23,64,SA,12
707,2024-07-24,64,KR,2
708,2022-05-31,6,ID,9
709,2024-05-06,57,WS,5
710,2022-09-02,6,TM,4
711,2022-01-23,0,JP,13
712,2023-07-26,28,JP,13
713,2022-05-10,46,BN,14
714,2023-05-25,59,JP,13
715,2022-10-04,64,UZ,14
716,2023-04-02,28,UZ,15
717,2023-03-29,20,JP,15
718,2023-06-23,0,GI,16
719,2024-12-21,59,HU,15
720,2023-05-22,32,MN,1
721,2023-05-08,39,JP,10
722,2023-08-18,59,TJ,17
723,2024-09-08,59,IR,14
724,2024-08-03,58,KH,2
725,2023-09-15,14,PL,13
726,2022-11-03,14,JP,13
727,2023-09-10,20,PH,3
728,2023-03-04,14,JP,3
729,2023-04-29,59,JP,13
730,2024-01-10,0,JP,16
731,2024-08-04,59,PL,19
732,2022-07-16,59,MX,16
733,2024-02-22,20,GB,1
734,2022-02-17,20,JP,1
735,2022-02-14,57,ME,2
736,2024-11-08,32,IN,1
737,2024-05-10,45,AF,1
738,2024-04-08,57,IQ,14
739,2023-06-10,64,VN,15
740,2023-05-13,20,JP,1
741,2023-01-28,57,PT,15
742,2023-07-01,0,AE,19
743,2024-02-20,0,PW,1
744,2022-03-31,48,JP,13
745,2022-04-24,20,CN,7
746,2023-11-04,6,JP,3
747,2024-10-07,20,JP,2
748,2024-03-19,59,JP,16
749,2022-09-27,6,BD,1
750,2022-12-23,0,JP,3
751,2023-07-25,14,MX,1
752,2023-04-06,0,JP,1
753,2024-06-08,0,GE,1
754,2024-04-25,0,GT,14
755,2024-06-16,45,KZ,5
756,2022-10-09,0,AZ,13
757,2023-07-09,20,US,2
758,2022-05-21,0,TJ,3
759,2024-01-10,15,LA,4
760,2023-10-31,59,KI,2
761,2024-05-02,38,PT,11
762,2022-09-06,58,AM,16
763,2023-11-07,0,JP,17
764,2023-07-21,5,AE,5
765,2023-04-23,59,AU,8
766,2024-11-19,20,AE,1
767,2022-11-13,6,SB,1
768,2023-09-24,58,FR,1
769,2023-09-11,37,JP,2
770,2024-12-22,4,PH,8
771,2023-11-28,58,JP,1
772,2023-11-29,20,JP,19
773,2024-03-13,0,EE,5
774,2022-12-30,0,JP,3
775,2024-03-12,32,FJ,4
776,2024-06-07,0,JP,20
777,2023-12-10,58,VE,3
778,2022-01-28,32,CY,5
779,2023-03-08,0,TR,4
780,2024-11-07,34,PG,14
781,2022-12-03,59,PH,3
782,2023-08-14,57,KR,12
783,2023-01-22,0,JP,16
784,2023-03-11,59,JP,15
785,2022-10-02,14,JP,5
786,2024-10-19,20,BA,16
787,2023-04-28,32,JP,9
788,2024-03-23,59,BR,14
789,2023-02-15,20,MY,11
790,2023-07-08,0,YE,14
791,2024-12-27,20,CO,13
792,2022-09-15,0,CN,20
793,2022-10-04,32,GE,5
794,2023-04-23,59,JP,3
795,2023-07-06,32,JP,15
796,2023-04-19,64,JP,4
797,2023-04-01,20,MN,2
798,2022-05-02,57,JP,9
799,2024-11-13,64,JP,16
800,2023-12-30,20,KH,13
801,2023-06-17,32,JP,1
802,2023-06-22,32,KR,12
803,2022-06-04,59,JP,16
804,2024-07-14,58,CH,5
805,2023-05-15,33,JP,3
806,2023-09-02,32,JP,2
807,2024-06-06,58,MN,16
808,2023-05-26,59,TM,16
809,2023-04-19,14,PH,16
810,2022-10-19,34,AM,4
811,2023-03-04,6,KG,10
812,2023-03-17,64,YE,13
813,2022-01-07,0,JP,16
814,2024-10-29,64,UZ,15
815,2022-08-11,0,JP,18
816,2022-02-28,0,SG,6
817,2022-04-07,14,JP,2
818,2023-01-25,20,PW,10
819,2022-01-23,20,JP,2
820,2023-03-28,6,JP,15
821,2022-11-14,56,JP,3
822,2022-06-25,59,IN,15
823,2024-05-15,64,CN,3
824,2023-08-01,27,AF,16
825,2022-03-19,55,CR,2
826,2024-12-08,20,OM,13
827,2023-04-21,64,JP,15
828,2024-10-01,20,OM,1
829,2024-11-03,0,JP,15
830,2023-11-08,0,SG,8
831,2023-01-07,32,JP,16
832,2023-02-04,58,JP,4
833,2023-07-27,59,TH,10
834,2023-08-26,16,JP,16
835,2023-09-30,59,ID,5
836,2023-10-20,59,MX,9
837,2024-07-04,17,JP,4
838,2022-12-28,20,KW,17
839,2022-02-08,32,JP,16
840,2023-12-02,45,PW,9
841,2022-06-30,14,AU,14
842,2023-10-08,5,LA,3
843,2023-02-17,16,TJ,5
844,2023-12-27,64,YE,1
845,2024-07-26,64,BN,4
846,2023-11-13,19,JO,1
847,2023-03-30,64,KG,5
848,2022-03-06,25,TM,16
849,2024-12-27,59,PH,3
850,2023-03-02,59,RO,1
851,2024-11-17,0,BH,3
852,2023-03-08,20,TJ,3
853,2024-07-07,64,CN,4
854,2023-12-27,14,JP,15
855,2024-08-14,58,CR,3
856,2024-04-23,0,BT,17
857,2023-03-23,57,SY,3
858,2022-09-07,0,CA,12
859,2023-07-29,58,IL,3
860,2024-07-03,32,SB,2
861,2022-11-21,6,KZ,17
862,2022-04-21,0,JP,12
863,2023-10-01,20,PH,1
864,2024-05-07,32,BA,1
865,2024-10-25,58,CN,12
866,2024-02-08,32,BT,12
867,2023-06-12,0,FJ,15
868,2022-07-01,57,JP,15
869,2022-08-26,14,LB,4
